Rainfall,Humidity3pm,Pressure9am,RainToday,RainTomorrow
0,33,1023.3,No,No
0,50,1017.8,No,No
0,52,1017.5,No,No
0,36,1015.6,No,No
0,36,1015.5,No,No
1,70,1008.8,No,Yes
3.6,53,1022.6,Yes,No
0,36,1023.4,No,No
0,39,1017.9,No,No
0,39,1020.3,No,No
1,36,1022.2,No,No
0,37,1025,No,No
0,44,1019.9,No,No
0.6,93,1008.7,No,Yes
28.4,89,996.3,Yes,Yes
8.2,59,1006.1,Yes,Yes
3.8,80,1005.8,Yes,Yes
5.8,47,1018.4,Yes,No
0.8,40,1024.7,No,No
0,47,1024.9,No,No
0,59,1020.5,No,No
0,80,1014.8,No,Yes
4.2,53,1013.2,Yes,No
0,50,1012.2,No,No
0,57,1010.1,No,Yes
NA,47,1013.9,NA,No
0,31,1018.8,No,No
0,47,1021.2,No,No
0,54,1017.2,No,No
0,53,1009.9,No,No
0,34,1017.9,No,No
0,29,1032.4,No,No
0,35,1033.4,No,No
0,42,1030.1,No,No
0,34,1026.8,No,No
0,47,1023.7,No,No
0,48,1023.9,No,No
0,27,1020.7,No,No
0,49,1010,No,Yes
12.2,60,1010.8,Yes,No
0,46,1020.2,No,No
0,43,1022.5,No,No
0,56,1016.1,No,Yes
1.2,63,1010.4,Yes,No
0,54,1015.2,No,No
0,41,1022.8,No,No
0,39,1019.8,No,No
0,51,1013.9,No,No
0,29,1013.5,No,No
0,36,1018.4,No,No
0,36,1016.9,No,No
0,44,1011.2,No,Yes
5.4,47,1013.1,Yes,No
0,43,1009.9,No,No
0,51,1013.4,No,Yes
34.8,38,1011.7,Yes,No
0,30,1023.5,No,No
0,32,1019,No,No
0,32,1015.7,No,No
0,31,1006.1,No,No
0,29,1016.4,No,No
0,78,1018.3,No,No
0.2,52,1019.2,No,No
0,36,1017.1,No,No
0,62,1013.4,No,No
0,44,1011.4,No,No
0,36,1018.1,No,Yes
2.6,39,1012.3,Yes,No
0,30,1017.9,No,No
0,NA,1024.5,No,Yes
11,NA,1020.1,Yes,Yes
44,NA,1006.2,Yes,Yes
14,NA,1009.4,Yes,No
0,29,1016,No,No
0,22,1012.7,No,Yes
16.6,87,1006.8,Yes,Yes
2.8,32,1021.7,Yes,No
0,38,1022.5,No,No
0,34,1019.2,No,No
0,35,1015.8,No,No
0,35,1021.3,No,No
0,36,1018.9,No,No
0,38,1014.9,No,No
0,37,1012.6,No,No
0,32,1012.6,No,No
0,58,1009.7,No,Yes
12.2,55,1004.3,Yes,No
0,43,1006.5,No,No
0,36,1009.1,No,No
0,36,1015.2,No,No
0,35,1017.3,No,No
0,43,1018.6,No,No
0,35,1019.8,No,No
0,50,1014.2,No,Yes
3.6,47,1007.2,Yes,No
0,37,1012.7,No,No
0,47,1015.3,No,No
0.6,42,1015.9,No,No
0,33,1014.2,No,No
0,34,1013.3,No,Yes
5.2,93,1009.8,Yes,Yes
9,48,1005.6,Yes,No
0,45,1009.9,No,No
0,40,1012.7,No,No
0,28,1014.5,No,No
0,33,1018.1,No,No
0,36,1019.8,No,No
0,27,1016.5,No,No
0,30,1016.5,No,No
0,21,1015.7,No,No
0,41,1012.2,No,No
0.4,23,1014.9,No,No
0,21,1015,No,No
0,19,1011.7,No,Yes
5.6,85,1006.3,Yes,Yes
3.8,33,1010.1,Yes,No
0,30,1011.2,No,No
0.4,34,1006.8,No,Yes
1.2,34,1017.9,Yes,No
0,31,1016.4,No,No
0,26,1015.2,No,No
0,37,1017.6,No,No
0,30,1020.9,No,No
0,30,1020.8,No,No
0,55,1016.6,No,No
0.4,26,1015.7,No,No
0,23,1014.2,No,No
0,28,1013.4,No,No
0,29,1019.9,No,No
0,23,1020.9,No,No
0,30,1017.4,No,No
0,18,1013.2,No,No
0,24,1013.6,No,No
0,29,1015.6,No,No
0,29,1014.1,No,No
0,28,1008.7,No,Yes
26.8,69,995.3,Yes,Yes
9,33,1007.7,Yes,No
0,38,1013.9,No,No
0,32,1011.2,No,No
0,39,1006.9,No,No
0,32,1005.3,No,No
0,29,1000.9,No,Yes
1.4,29,1005.5,Yes,No
0,29,1008.5,No,No
0,25,1011.2,No,No
0,57,1012.2,No,Yes
3.6,43,1010.8,Yes,No
0,42,1011.7,No,Yes
3.2,36,1014.6,Yes,No
0,30,1016.8,No,No
0,34,1019.4,No,No
0,31,1019.4,No,No
0.4,63,1018,No,No
0,49,1015.7,No,No
0,40,1016.2,No,No
0,54,1015.4,No,No
0,86,1013.2,No,Yes
1.4,36,1012.6,Yes,No
0,37,1015,No,No
0,29,1019.5,No,No
0,27,1022.2,No,No
0,15,1021.4,No,Yes
1.4,100,1018.3,Yes,Yes
10.6,67,1015.7,Yes,Yes
38.4,64,1012,Yes,No
0.6,69,1013,No,Yes
104.2,88,1002,Yes,Yes
36.6,46,1010.9,Yes,No
0,92,1014.2,No,Yes
66,65,1009.3,Yes,No
0,44,1015.7,No,No
0,50,1019,No,No
0,42,1023.2,No,No
0,43,1015.8,No,No
0.4,46,1011.1,No,No
0,39,1014.3,No,No
0,41,1018.2,No,No
0,46,1018.7,No,No
0,45,1019.2,No,No
0,61,1018,No,Yes
9.6,44,1014.4,Yes,Yes
19.2,93,1010.5,Yes,Yes
17.4,50,1016,Yes,No
0,46,1022.9,No,No
0,41,1024.3,No,No
0,47,1018.6,No,No
0,61,1007.9,No,No
0,46,1008.7,No,No
0,47,1006.9,No,No
0.4,54,1015,No,No
0,46,1022.4,No,No
0,45,1023,No,No
0,57,1022.7,No,No
0,75,1021.1,No,Yes
1.4,43,1020.6,Yes,No
0,44,1019.2,No,No
0,40,1019.1,No,No
0,47,1017.8,No,No
0,42,1017.6,No,No
0,41,1015.6,No,No
0,52,1016.3,No,No
0,51,1019.5,No,No
0,51,1018.1,No,No
0,41,1020.8,No,No
0,45,1019.7,No,No
0,58,1019.2,No,No
0,37,1030.2,No,No
0,34,1034.1,No,No
0,35,1035.1,No,No
0,33,1033,No,No
0,63,1028,No,No
0,38,1026.4,No,No
0,36,1025.6,No,No
0,38,1025.8,No,No
0,48,1022.1,No,No
0.8,76,1018.4,No,Yes
34.2,62,1017.3,Yes,No
0,50,1016.5,No,Yes
1.4,57,1012.7,Yes,Yes
8.2,42,1011,Yes,No
0.8,79,1014.2,No,No
1,63,1015.1,No,No
0,63,1021.9,No,No
0,58,1023,No,No
0,56,1022.9,No,No
0,47,1023.3,No,No
0,50,1026.2,No,No
0,56,1025.5,No,No
0,89,1021.7,No,Yes
1.6,53,1022.9,Yes,No
0,56,1023.3,No,No
0,65,1021.1,No,No
0,71,1018.6,No,No
0,68,1021.1,No,No
0,49,1019.6,No,No
0,72,1021.1,No,No
0.4,56,1022.8,No,No
0,64,1019.5,No,No
0,53,1020.2,No,No
0,56,1015.9,No,No
0,46,1025.2,No,No
0,52,1027,No,No
0,58,1026.5,No,No
0,51,1026.3,No,No
0,65,1025.9,No,No
0,59,1025.3,No,No
0,50,1027.1,No,No
0,59,1026.2,No,No
0,54,1025.3,No,No
0,38,1022.3,No,No
0,96,1017.5,No,Yes
29.4,86,1011.4,Yes,Yes
6,79,1016.1,Yes,No
0.4,63,1023.5,No,No
0.2,57,1028.7,No,No
0,56,1033.8,No,No
0,57,1036.5,No,No
0,63,1034.4,No,No
0,56,1030.1,No,No
0,60,1023.9,No,Yes
3.6,72,1016.5,Yes,No
0,86,1008.4,No,Yes
6,52,1003.3,Yes,No
0,50,1020.9,No,No
0,52,1026.2,No,No
0.2,54,1027.5,No,No
0,64,1028.2,No,No
0,50,1027.5,No,No
0,52,1026.2,No,No
0.2,53,1023.5,No,No
0,60,1022.9,No,No
0,65,1018.2,No,No
0,59,1014.6,No,No
0,86,1017.5,No,No
0,89,1020.9,No,No
0,75,1024.7,No,Yes
2.8,53,1022.2,Yes,No
0,64,1023.5,No,No
0.6,59,1013.4,No,Yes
5.2,90,1006.6,Yes,No
0.8,68,1025.1,No,No
0.4,89,1031.1,No,Yes
1.4,81,1031,Yes,No
1,67,1031.2,No,No
0,67,1031.3,No,No
0,74,1025.5,No,Yes
3.8,68,1013.7,Yes,Yes
4.6,68,1013.6,Yes,Yes
3.8,91,1016.2,Yes,Yes
4.6,74,1020.2,Yes,No
0,67,1024.7,No,No
0.2,47,1029.3,No,No
0.2,48,1035.2,No,No
0,53,1036.5,No,No
0,58,1034.4,No,No
0.2,59,1032.1,No,No
0,60,1029,No,Yes
2.4,97,1020.8,Yes,Yes
27.2,73,1019.1,Yes,No
0,90,1015.7,No,Yes
15.4,81,1009.3,Yes,Yes
14.2,72,1012.1,Yes,Yes
9.4,64,1020.4,Yes,Yes
2.8,89,1028.6,Yes,No
0.4,66,1026.2,No,No
0,69,1020.7,No,No
0.6,58,1024.5,No,No
0,67,1028.7,No,No
0,53,1033.1,No,No
0.2,54,1033.2,No,No
0,49,1032.3,No,No
0,66,1029.3,No,No
0,64,1021.9,No,Yes
2.4,55,1013,Yes,Yes
6.2,86,1013.2,Yes,Yes
4,71,1020.8,Yes,Yes
1.8,55,1025.9,Yes,No
0,56,1029,No,No
0,47,1029.1,No,No
0.2,50,1025.4,No,No
0,65,1024.2,No,No
0,53,1018.7,No,No
0,62,1018.6,No,Yes
2,59,1014.2,Yes,Yes
1.4,60,1020,Yes,No
0,49,1025.8,No,No
0,54,1022.9,No,Yes
11.2,82,1018,Yes,No
1,45,1024.4,No,No
0,47,1027.3,No,No
0,46,1028.4,No,No
0,61,1028.8,No,No
0,54,1022.2,No,Yes
1.2,67,1017.8,Yes,No
0.6,63,1015,No,Yes
13.4,69,1003.7,Yes,Yes
6.6,74,1011,Yes,No
0,62,1023.4,No,No
0,55,1024.6,No,No
0,45,1020.1,No,No
0,50,1012.6,No,No
1,96,1007.3,No,Yes
9.4,70,1013.7,Yes,Yes
2,63,1020.6,Yes,No
0.8,50,1020.7,No,No
0,59,1026.4,No,No
0,55,1024.9,No,No
0,48,1013.4,No,No
0.6,53,1012.1,No,No
1,47,1019.1,No,No
0.4,44,1025.8,No,No
0,45,1025.7,No,No
0,48,1024.7,No,No
0,36,1023.5,No,No
0,43,1011,No,No
0.2,57,1009.5,No,Yes
2.6,59,1006.8,Yes,Yes
3.4,63,1017.9,Yes,No
0,54,1025.3,No,No
0,53,1026.3,No,No
0,44,1025.9,No,No
0,37,1021.2,No,Yes
1.6,46,1010.4,Yes,No
0,61,1022.5,No,No
0,49,1026,No,No
0,56,1021.6,No,No
0,53,1019.8,No,No
0,68,1017.4,No,Yes
13.2,58,1017.8,Yes,No
0.4,50,1018,No,No
0,60,1015.5,No,No
0.2,51,1018.6,No,No
0,45,1009.4,No,No
0,44,1015.8,No,No
0,43,1022.8,No,No
0,36,1021.3,No,No
0,44,1014.5,No,No
0,62,1000.8,No,Yes
4.2,41,1010.5,Yes,No
0.2,49,1021.8,No,No
0,45,1029.8,No,No
0,44,1033,No,No
0,36,1027.7,No,No
0,22,1019.7,No,No
NA,100,1016.8,NA,Yes
33.4,51,1018.2,Yes,No
0,58,1016,No,No
0,47,1013.5,No,No
0,47,1011.6,No,No
0.8,85,1007.5,No,Yes
7.6,41,1015.5,Yes,No
0,43,1022.1,No,No
0,50,1025.7,No,No
0,40,1024.8,No,No
0,77,1016,No,Yes
2.2,45,1020,Yes,No
0,43,1020.5,No,No
0,35,1015.9,No,No
0,34,1011.7,No,No
0,35,1015.5,No,No
0,34,1020.6,No,No
0,41,1027,No,No
0,45,1022.9,No,No
0,45,1009.7,No,No
0,41,1012.1,No,No
0,38,1018.2,No,No
0,35,1023.9,No,No
0,31,1022.1,No,No
0,40,1017.6,No,No
0,38,1016,No,No
0,47,1007,No,No
0,43,1016.6,No,No
0,37,1018.2,No,No
0,30,1018.1,No,No
0,51,1015.9,No,No
0.4,42,1011.6,No,Yes
10.6,93,1011.2,Yes,Yes
24.6,55,1012.8,Yes,Yes
1.6,37,1017.5,Yes,No
0,27,1023.8,No,No
0,35,1027,No,No
0,31,1021.7,No,No
0,37,1019.3,No,No
0,35,1017.8,No,No
0,25,1013.8,No,No
0,29,1011.6,No,No
0,44,1015,No,No
0,35,1012.5,No,No
0,36,1018,No,No
0,34,1022.2,No,No
0,24,1015,No,No
0,27,1016,No,No
0,28,1018.1,No,No
0,30,1015.6,No,No
0,16,1013.9,No,No
0,21,1014.4,No,No
0.2,52,1013.3,No,No
0.4,44,1014.3,No,No
0,35,1012.4,No,No
0,46,1010.4,No,No
0,16,1012.8,No,No
0,17,1012.2,No,No
0,20,1015.8,No,No
0,12,1012.3,No,No
0,17,1012.4,No,Yes
12.6,22,1017.6,Yes,No
0,22,1018.2,No,No
0,16,1002.4,No,No
0,27,1002.4,No,No
0,24,1007.8,No,No
0,12,1007.6,No,No
0,32,1007,No,No
0,80,1011.7,No,Yes
3.2,29,1017.6,Yes,No
0,27,1018.1,No,No
0,12,1013.9,No,No
0,11,1009.4,No,No
0,12,999.9,No,No
0.8,30,1010.2,No,No
0,32,1014.5,No,No
0,29,1012.1,No,No
0.2,11,1009.1,No,No
0,20,1013.4,No,No
0,23,1015.2,No,No
0,31,1009.7,No,No
0,33,1009.9,No,No
0,20,1008.5,No,No
0,36,1007.6,No,No
0,31,1005.5,No,No
0,27,1013.5,No,No
0,13,1012.2,No,No
0.4,31,1016.3,No,No
0,28,1021.8,No,No
0,23,1021.7,No,No
0,23,1021.5,No,No
0,28,1021,No,No
0,34,1019.8,No,No
0,29,1018.5,No,No
0,24,1020,No,No
0,32,1019.8,No,No
0,24,1018.6,No,No
0,32,1018.5,No,No
0,32,1019.2,No,No
0,28,1012.3,No,No
0,26,1011.3,No,No
0,31,1015.6,No,No
0,36,1013.1,No,No
0.2,26,1018.3,No,No
0,28,1022,No,No
0,25,1023.8,No,No
0,33,1023.5,No,Yes
2.6,82,1015.7,Yes,Yes
17.4,45,1014.6,Yes,No
0,38,1018.5,No,No
0,29,1016.9,No,No
0,34,1019,No,No
0,29,1017.9,No,No
0,27,1015.7,No,Yes
10.4,84,1013.1,Yes,Yes
19.8,38,1021.1,Yes,No
0.2,53,1017.9,No,No
0,60,1013.6,No,No
0,42,1019.3,No,No
0,49,1018.6,No,No
0,40,1021.5,No,No
0,38,1028.2,No,No
0,42,1030.1,No,No
0,40,1027.7,No,No
0,37,1025,No,No
0,44,1026,No,No
0,39,1027.3,No,No
0,38,1024.8,No,No
0,34,1023.9,No,No
0,33,1025.2,No,No
0,32,1019.9,No,No
0,53,1013,No,No
0.8,47,1010.6,No,No
0,43,1015.2,No,No
0,49,1016.9,No,No
0,37,1016.3,No,No
0,41,1021.1,No,No
0,38,1019.6,No,No
0,35,1016.3,No,Yes
7,79,1010.7,Yes,Yes
1.6,47,1014.2,Yes,No
0,48,1020.8,No,No
0,48,1023.9,No,No
0,53,1024.8,No,No
0,44,1023,No,No
0,28,1017.8,No,No
0.2,77,1024.2,No,Yes
2.6,62,1025.6,Yes,No
0.2,50,1020.9,No,No
0,38,1027.7,No,No
0,35,1027.4,No,No
0.4,38,1021.9,No,No
0,35,1025.8,No,No
0,37,1027.2,No,No
NA,38,1031.8,NA,No
0,39,1030.5,No,No
0,38,1025,No,Yes
9.8,65,1015.3,Yes,Yes
4.6,82,1015.8,Yes,Yes
7.4,79,1012.2,Yes,Yes
1.4,76,1010.7,Yes,Yes
1.6,71,1015.9,Yes,No
0,62,1018,No,No
0.2,63,1020.4,No,Yes
1.4,72,1020.3,Yes,No
1,55,1018.1,No,No
0,79,1014.1,No,No
0,45,1016.9,No,No
0,40,1024.2,No,No
0,57,1026.6,No,No
0.2,81,1029.2,No,No
0,53,1030.5,No,No
0.2,62,1031.6,No,No
0,57,1030.3,No,No
0.6,91,1026.6,No,Yes
16,82,1026.2,Yes,Yes
19.4,98,1015.9,Yes,Yes
53.4,48,1013.4,Yes,No
0.2,70,1024.6,No,No
0,69,1027.8,No,No
0,71,1025,No,No
0.4,65,1021.9,No,Yes
1.2,64,1020.1,Yes,No
1,65,1031.3,No,No
0.2,71,1028.2,No,No
0,80,1021.1,No,No
0,67,1022.1,No,Yes
15,100,1011.4,Yes,Yes
16.8,93,1007.1,Yes,Yes
3.6,90,1009,Yes,No
0.2,51,1016.8,No,No
0,51,1018.7,No,No
0.2,83,1014.1,No,No
0.6,63,1016.5,No,No
0,52,1025.8,No,No
0,50,1026.3,No,No
0.2,60,1022.8,No,No
0,53,1026.1,No,No
0,51,1031.2,No,No
0,85,1026.9,No,No
1,51,1023,No,No
0,51,1024.5,No,No
0,67,1024.3,No,No
0,59,1025.2,No,No
0,60,1026.2,No,No
0,54,1028.2,No,No
0,82,1026.8,No,No
0.6,65,1025.8,No,No
0,69,1025.7,No,No
0.2,59,1016.4,No,No
0,56,1011.7,No,Yes
1.6,60,1021.6,Yes,Yes
2.2,74,1028.1,Yes,Yes
2.6,61,1033.4,Yes,No
0,55,1037.3,No,No
0.2,55,1033.7,No,No
0,60,1035.2,No,No
0,64,1032,No,No
0,74,1029.4,No,Yes
5,90,1025.2,Yes,Yes
5,89,1022.1,Yes,Yes
2.4,85,1024.6,Yes,Yes
2,78,1022.1,Yes,No
0,69,1019.1,No,Yes
33.6,69,1010.3,Yes,Yes
4.4,78,1006.5,Yes,Yes
7.2,65,1016.6,Yes,No
0,73,1018.6,No,No
0.6,73,1023.7,No,No
0,56,1030.7,No,No
0,73,1031.1,No,No
0,63,1029.4,No,No
0,69,1030.1,No,No
0.2,56,1027.5,No,Yes
5,70,1021.6,Yes,No
0.2,90,1021.4,No,No
0,72,1025.8,No,No
0,65,1024.3,No,No
0,55,1016.3,No,Yes
1.2,83,1018.6,Yes,No
1,62,1015.3,No,Yes
1.6,85,1017.6,Yes,Yes
2.8,68,1009.2,Yes,No
0.4,89,1014.4,No,Yes
8.2,55,1014.4,Yes,No
0,85,1019.8,No,Yes
2.8,62,1017.9,Yes,No
0,58,1019.2,No,Yes
17.2,54,1004.3,Yes,Yes
1.2,57,1015.8,Yes,No
0,58,1011.6,No,Yes
6.6,60,1022.8,Yes,No
0,45,1021.4,No,Yes
3.8,58,1010.9,Yes,No
0.6,43,1015.2,No,Yes
6,72,1013,Yes,Yes
9.8,63,1017.6,Yes,No
0.2,67,1018.4,No,Yes
4.2,85,1012.6,Yes,Yes
8.8,94,1011.6,Yes,Yes
4.2,75,1023.3,Yes,No
0,64,1026.6,No,No
0,61,1025.9,No,No
0.4,60,1023.9,No,No
0,59,1022.1,No,Yes
2.8,51,1018.8,Yes,Yes
3.6,61,1016.5,Yes,No
0.2,45,1022.3,No,No
0,53,1028.5,No,No
0,42,1031.7,No,No
0,51,1033.3,No,No
0,51,1031.8,No,No
0,51,1027.8,No,No
0,61,1026.6,No,No
0,50,1024.9,No,No
0.2,36,1027.2,No,No
0,47,1019.1,No,No
0,54,1008.1,No,No
0.4,64,1013.7,No,No
0,50,1016.4,No,No
0,50,1018.9,No,No
0.8,53,1015.1,No,No
0.2,48,1018.6,No,Yes
3.2,99,1012.7,Yes,Yes
37.4,82,1002.2,Yes,No
0.2,76,1003,No,Yes
1.2,67,1008.7,Yes,Yes
2,72,1009.1,Yes,No
0.4,47,1016.8,No,No
0.2,56,1015.5,No,No
0.2,47,1011,No,No
0,47,1004.4,No,No
0.2,44,1009,No,No
0.8,50,1006.6,No,Yes
3.6,43,1020.8,Yes,No
0,46,1013.7,No,No
0,51,1018.6,No,No
0,42,1014.4,No,Yes
1.6,56,1002.9,Yes,Yes
4,41,1014.2,Yes,No
1,48,1016.3,No,No
0,48,1024,No,No
0,50,1018.4,No,No
0,46,1009.1,No,No
0,51,1012.7,No,No
0,48,1016.6,No,No
0,45,1019.9,No,No
NA,52,1016.4,NA,No
0,38,1016.3,No,No
0,61,1001.9,No,Yes
2.2,49,1018.4,Yes,No
0,42,1024.5,No,No
0,21,1017.4,No,No
0,43,1006.3,No,No
0,40,1027.1,No,No
0,26,1027.2,No,No
0,29,1019.4,No,No
0,45,1013.7,No,Yes
2.8,60,1011.1,Yes,Yes
2.6,87,1008.4,Yes,No
0.4,37,1017.6,No,No
0,45,1025.5,No,No
0,46,1024.2,No,No
0,36,1023.8,No,No
0,50,1017.8,No,No
0,48,1009.6,No,No
0,34,1020.4,No,No
0,28,1021,No,No
0,24,1022.2,No,No
0,45,1017.8,No,No
0,34,1013.1,No,No
0,33,1026,No,No
0,18,1027.9,No,No
0,13,1021.7,No,No
0,22,1014.9,No,No
0,23,1006.4,No,No
0,35,1012,No,No
0,50,1018,No,Yes
5.8,61,1020.7,Yes,Yes
4.4,65,1015,Yes,No
0.4,55,1015.7,No,No
0,48,1016.4,No,No
0,34,1016.5,No,No
0,32,1016,No,No
0,35,1017.6,No,No
0,33,1016.2,No,No
0,24,1013.4,No,No
0,14,1009.9,No,No
0,50,1010.3,No,No
0,21,1007.6,No,No
0,36,1006.9,No,No
0,29,1008.1,No,No
0,30,1010.7,No,No
0,25,1016.7,No,No
0,22,1016.5,No,No
0,13,1008.3,No,No
0,27,1008.6,No,No
0,16,1018.9,No,No
0,23,1022.9,No,No
0,19,1020.4,No,No
0,15,1013.9,No,No
0,93,1004,No,Yes
29.4,60,1000.8,Yes,Yes
3.2,32,1015.4,Yes,No
0,28,1020.9,No,No
0,20,1016.7,No,No
0,31,1006.2,No,No
0,35,1008.7,No,No
0,33,1010,No,No
0,22,1012.6,No,No
0,29,1012.9,No,No
0,19,1014.9,No,No
0,31,1018,No,No
0,28,1018.1,No,No
0,29,1019.5,No,No
0,17,1020.2,No,No
0,17,1018.3,No,No
0.2,14,1015.1,No,No
0,12,1012,No,No
0,22,1007.7,No,Yes
5.2,68,1010.7,Yes,Yes
13,24,1017.8,Yes,No
0,44,1016,No,No
0,28,1013.4,No,Yes
1.4,25,1011.1,Yes,No
0,18,1008.3,No,No
0,14,1011.8,No,No
0,18,1014,No,No
0,14,1013.3,No,No
0,38,1011.1,No,No
0,22,1006.1,No,No
0.2,32,1003.1,No,No
0,28,1006.8,No,No
0,24,1009.4,No,No
0,27,1013.2,No,No
0,23,1019.5,No,No
0,26,1021,No,No
0,38,1020.8,No,Yes
1.4,27,1020.5,Yes,No
0,26,1018.6,No,No
0,13,1016.4,No,No
0,17,1017.6,No,No
0,19,1018.3,No,No
0,15,1019.4,No,No
0,12,1016.6,No,No
0,11,1012.7,No,No
0,15,1008.9,No,No
0,21,1008.1,No,No
0,25,1007.4,No,No
0,26,1008.6,No,No
0,20,1016.7,No,No
0,23,1020,No,Yes
2.8,86,1010.8,Yes,Yes
31,33,1014.3,Yes,No
0,24,1021.8,No,No
0,27,1021.4,No,No
0,22,1018.4,No,No
0,18,1015.2,No,No
0,17,1015.3,No,No
0,16,1011.8,No,No
0,15,1010.9,No,No
0,14,1010.1,No,No
0,17,1010.1,No,Yes
1.2,24,1014.3,Yes,No
0,26,1020.9,No,No
0,27,1018.4,No,No
0,18,1014.5,No,No
0,13,1014.9,No,No
0,10,1014.7,No,No
0,19,1015.2,No,No
0,17,1014.5,No,No
0,24,1013.8,No,No
0,39,1012.1,No,No
0,33,1006.1,No,Yes
21.8,98,998.9,Yes,Yes
7,34,1001.4,Yes,No
0,33,1013,No,No
0,32,1010.2,No,No
0,31,1000.7,No,Yes
1.6,30,1010.1,Yes,No
0,33,1018.7,No,No
0,32,1020.2,No,No
0,32,1021.4,No,No
0,27,1019.6,No,No
0,23,1014.3,No,No
0,45,1009.5,No,No
0,25,1016.7,No,No
0,47,1020.2,No,Yes
8.8,54,1020.9,Yes,No
0,36,1020.5,No,No
0,33,1024,No,No
0,34,1024.5,No,No
0.2,44,1017.2,No,No
0.2,35,1017,No,No
0,22,1020.1,No,No
0,25,1020.8,No,No
0,33,1021.3,No,No
0,29,1022.1,No,No
0,27,1021.2,No,Yes
2.8,33,1017.9,Yes,No
0,42,1018.8,No,No
0,18,1015.5,No,No
0,28,1009.8,No,Yes
2.6,38,1007.9,Yes,No
0,47,1016.4,No,No
0,42,1020.4,No,No
0,25,1025.1,No,No
0,31,1025.6,No,No
0,56,1019.1,No,Yes
4.4,30,1017.1,Yes,No
0,33,1017.6,No,No
0,49,1017.3,No,Yes
2.4,45,1021.1,Yes,No
0,78,1023.8,No,Yes
16.6,68,1018.7,Yes,No
0.4,56,1016.1,No,No
0,60,1016.9,No,No
0.4,98,1020.4,No,Yes
9.2,50,1021.8,Yes,No
0,51,1019.8,No,No
0,46,1017.2,No,Yes
1.6,81,1016.7,Yes,Yes
9,88,1019,Yes,Yes
16.8,67,1020.3,Yes,No
0,43,1023.1,No,No
0,41,1025.3,No,No
0,48,1023.2,No,Yes
5,85,1021.2,Yes,Yes
12.4,100,1015.2,Yes,Yes
66.2,68,1007.2,Yes,No
0.4,46,1015.2,No,No
0,48,1019.4,No,No
0,43,1021.6,No,No
0,41,1023,No,No
0,47,1021.8,No,No
0,47,1022,No,No
0,57,1018.4,No,No
0.4,47,1019.8,No,No
0,49,1020.2,No,No
0,55,1022.8,No,No
0,48,1019.3,No,Yes
1.6,52,1017.3,Yes,No
0,56,1016.1,No,No
0,51,1021.6,No,No
0,46,1014.9,No,No
0,57,1022.4,No,No
0,60,1024.3,No,No
0,65,1016.3,No,Yes
15,58,1016.2,Yes,No
0,58,1018.4,No,No
0,52,1008.4,No,Yes
3.8,82,998.4,Yes,No
0.4,53,1006.7,No,No
0,60,1020.3,No,No
0.2,56,1023.8,No,No
0,45,1026,No,No
0,47,1028.6,No,No
0,61,1026,No,Yes
2.6,97,1021.9,Yes,Yes
11.4,71,1025,Yes,No
0,66,1031.5,No,No
0.2,65,1030.9,No,No
0,65,1029.1,No,No
0,62,1028.2,No,No
0,61,1030.2,No,No
0,66,1029.7,No,No
0,70,1028.7,No,No
0,68,1026.2,No,Yes
4.2,68,1023,Yes,No
0,77,1025.2,No,No
0.2,72,1023.5,No,No
0.2,80,1017.8,No,Yes
1.4,72,1017.5,Yes,No
0,77,1020.1,No,No
0.2,71,1022.6,No,No
0.6,95,1012.2,No,Yes
36.4,88,1014.4,Yes,No
0.4,64,1025,No,No
0,59,1026.9,No,No
0,67,1024.2,No,Yes
8.2,95,1018.2,Yes,Yes
2.2,79,1018.9,Yes,No
0.6,82,1019.3,No,Yes
NA,77,1029.1,NA,No
0.2,54,1029.5,No,No
0,65,1030.8,No,No
0,54,1030.5,No,No
0,54,1032.1,No,No
0,61,1033.5,No,No
0,70,1028.4,No,No
0,63,1021.2,No,Yes
3.6,100,1016.1,Yes,Yes
17.4,77,1013.8,Yes,No
1,53,1015.4,No,No
0,98,1023.8,No,Yes
6.8,77,1027.9,Yes,No
0,84,1032.5,No,No
0,83,1028.4,No,No
0,60,1019.1,No,No
0.4,75,1020.5,No,No
0.2,79,1024.6,No,No
0,86,1011.3,No,Yes
8.6,70,1004.1,Yes,Yes
7.6,73,1015,Yes,Yes
1.4,63,1020.1,Yes,No
0.4,69,1019.7,No,Yes
1.4,74,1002,Yes,Yes
5,84,1004.9,Yes,Yes
1.2,73,1019.9,Yes,No
1,80,1027.8,No,No
0,78,1030.8,No,No
0,68,1028.8,No,No
0.2,67,1021.8,No,Yes
1.8,85,1016.3,Yes,No
0,89,1016.2,No,No
0,77,1018.4,No,No
0,70,1016.7,No,Yes
3.8,87,1003.2,Yes,Yes
9.8,91,1008.7,Yes,No
0.4,86,1021,No,Yes
4.4,59,1019.6,Yes,No
0,62,1031.9,No,No
0.2,54,1034,No,No
0.2,90,1022.7,No,Yes
7.8,69,1014,Yes,Yes
2,56,1013,Yes,Yes
6.6,50,1017.7,Yes,No
0,56,1027.4,No,No
0,50,1029,No,No
0,58,1027.5,No,No
0.2,54,1026.6,No,No
0,63,1026,No,No
0,79,1019.8,No,Yes
1.8,61,1021,Yes,No
0.2,77,1025.4,No,No
0,83,1027.3,No,No
0.2,66,1022.5,No,No
0,58,1018.4,No,No
0,78,1017.7,No,No
0.4,37,1012.1,No,No
